9.00e+02	5.77e-01
9.01e+02	6.37e-01
9.02e+02	5.25e-01
9.03e+02	5.70e-01
9.04e+02	6.41e-01
9.05e+02	6.14e-01
9.06e+02	7.21e-01
9.07e+02	6.46e-01
9.08e+02	7.36e-01
9.09e+02	7.09e-01
9.10e+02	6.56e-01
9.11e+02	7.63e-01
9.12e+02	7.31e-01
9.13e+02	8.01e-01
9.14e+02	6.14e-01
9.15e+02	6.86e-01
9.16e+02	6.61e-01
9.17e+02	7.86e-01
9.18e+02	8.23e-01
9.19e+02	8.27e-01
9.20e+02	7.22e-01
9.21e+02	7.46e-01
9.22e+02	7.10e-01
9.23e+02	8.49e-01
9.24e+02	8.26e-01
9.25e+02	9.27e-01
9.26e+02	8.37e-01
9.27e+02	8.29e-01
9.28e+02	8.48e-01
9.29e+02	8.69e-01
9.30e+02	8.60e-01
9.31e+02	8.43e-01
9.32e+02	9.15e-01
9.33e+02	8.03e-01
9.34e+02	9.53e-01
9.35e+02	9.94e-01
9.36e+02	8.99e-01
9.37e+02	1.02e+00
9.38e+02	9.34e-01
9.39e+02	8.65e-01
9.40e+02	8.86e-01
9.41e+02	9.08e-01
9.42e+02	9.33e-01
9.43e+02	8.88e-01
9.44e+02	9.38e-01
9.45e+02	9.57e-01
9.46e+02	9.61e-01
9.47e+02	8.63e-01
9.48e+02	9.09e-01
9.49e+02	9.63e-01
9.50e+02	9.36e-01
9.51e+02	9.02e-01
9.52e+02	9.42e-01
9.53e+02	1.01e+00
9.54e+02	9.56e-01
9.55e+02	9.60e-01
9.56e+02	8.66e-01
9.57e+02	9.61e-01
9.58e+02	8.55e-01
9.59e+02	1.05e+00
9.60e+02	9.06e-01
9.61e+02	9.04e-01
9.62e+02	8.92e-01
9.63e+02	9.68e-01
9.64e+02	9.09e-01
9.65e+02	9.79e-01
9.66e+02	9.71e-01
9.67e+02	8.23e-01
9.68e+02	9.11e-01
9.69e+02	8.84e-01
9.70e+02	8.05e-01
9.71e+02	8.67e-01
9.72e+02	8.73e-01
9.73e+02	8.83e-01
9.74e+02	9.62e-01
9.75e+02	8.52e-01
9.76e+02	7.85e-01
9.77e+02	8.52e-01
9.78e+02	8.87e-01
9.79e+02	7.99e-01
9.80e+02	7.77e-01
9.81e+02	7.51e-01
9.82e+02	8.38e-01
9.83e+02	8.05e-01
9.84e+02	7.11e-01
9.85e+02	7.75e-01
9.86e+02	7.22e-01
9.87e+02	7.03e-01
9.88e+02	7.36e-01
9.89e+02	7.16e-01
9.90e+02	8.19e-01
9.91e+02	6.70e-01
9.92e+02	5.71e-01
9.93e+02	6.38e-01
9.94e+02	7.33e-01
9.95e+02	7.04e-01
9.96e+02	6.32e-01
9.97e+02	6.45e-01
9.98e+02	5.88e-01
9.99e+02	5.99e-01
1.00e+03	5.41e-01
1.00e+03	5.88e-01
1.00e+03	5.49e-01
1.00e+03	5.42e-01
1.00e+03	5.80e-01
1.01e+03	5.91e-01
1.01e+03	5.03e-01
1.01e+03	5.19e-01
1.01e+03	5.51e-01
1.01e+03	5.33e-01
1.01e+03	5.19e-01
1.01e+03	4.82e-01
1.01e+03	4.48e-01
1.01e+03	4.08e-01
1.01e+03	4.36e-01
1.02e+03	4.93e-01
1.02e+03	4.43e-01
1.02e+03	3.96e-01
1.02e+03	4.64e-01
1.02e+03	4.85e-01
1.02e+03	3.47e-01
1.02e+03	3.38e-01
1.02e+03	3.53e-01
1.02e+03	3.90e-01
1.02e+03	3.61e-01
1.03e+03	3.74e-01
1.03e+03	3.18e-01
1.03e+03	3.50e-01
1.03e+03	3.00e-01
1.03e+03	2.91e-01
1.03e+03	3.82e-01
1.03e+03	1.81e-01
1.03e+03	2.39e-01
1.03e+03	2.42e-01
1.03e+03	2.34e-01
1.04e+03	1.95e-01
1.04e+03	2.46e-01
1.04e+03	1.23e-01
1.04e+03	2.00e-01
1.04e+03	2.67e-01
1.04e+03	2.01e-01
1.04e+03	2.02e-01
1.04e+03	1.41e-01
1.04e+03	2.48e-01
1.04e+03	1.60e-01
1.05e+03	2.12e-01
1.05e+03	1.17e-01
1.05e+03	2.33e-01
1.05e+03	2.14e-01
1.05e+03	3.85e-02
1.05e+03	7.88e-02
1.05e+03	1.71e-01
1.05e+03	1.12e-01
1.05e+03	1.79e-01
1.05e+03	2.02e-01
1.06e+03	1.66e-01
1.06e+03	5.10e-02
1.06e+03	1.56e-01
1.06e+03	1.04e-01
1.06e+03	9.17e-02
1.06e+03	1.07e-01
1.06e+03	2.91e-02
1.06e+03	1.14e-02
1.06e+03	7.59e-02
1.06e+03	9.83e-02
1.07e+03	1.23e-01
1.07e+03	9.26e-02
1.07e+03	1.01e-01
1.07e+03	1.13e-01
1.07e+03	-6.38e-03
1.07e+03	5.62e-02
1.07e+03	9.83e-02
1.07e+03	1.36e-01
1.07e+03	1.42e-01
1.07e+03	4.71e-02
1.08e+03	1.11e-01
1.08e+03	1.07e-01
1.08e+03	3.05e-02
1.08e+03	2.72e-02
1.08e+03	9.20e-02
1.08e+03	2.84e-02
1.08e+03	-5.89e-03
1.08e+03	1.05e-02
1.08e+03	1.22e-01
1.08e+03	1.39e-01
