2.500e+02	1.000e+00	1.500e+02
2.500e+02	9.995e-01	1.500e+02
2.500e+02	9.990e-01	1.500e+02
2.500e+02	9.985e-01	1.500e+02
2.500e+02	9.980e-01	1.500e+02
2.500e+02	9.975e-01	1.500e+02
2.500e+02	9.970e-01	1.500e+02
2.500e+02	9.965e-01	1.500e+02
2.500e+02	9.960e-01	1.500e+02
2.500e+02	9.955e-01	1.500e+02
2.500e+02	9.950e-01	1.500e+02
2.500e+02	9.945e-01	1.500e+02
2.500e+02	9.940e-01	1.500e+02
2.490e+02	9.935e-01	1.500e+02
2.490e+02	9.930e-01	1.500e+02
2.490e+02	9.925e-01	1.500e+02
2.490e+02	9.920e-01	1.500e+02
2.490e+02	9.915e-01	1.500e+02
2.490e+02	9.910e-01	1.500e+02
2.490e+02	9.905e-01	1.500e+02
2.490e+02	9.900e-01	1.500e+02
2.490e+02	9.896e-01	1.500e+02
2.490e+02	9.891e-01	1.500e+02
2.490e+02	9.886e-01	1.500e+02
2.490e+02	9.881e-01	1.500e+02
2.490e+02	9.876e-01	1.500e+02
2.490e+02	9.871e-01	1.500e+02
2.490e+02	9.866e-01	1.500e+02
2.490e+02	9.861e-01	1.500e+02
2.490e+02	9.856e-01	1.500e+02
2.490e+02	9.851e-01	1.500e+02
2.490e+02	9.846e-01	1.500e+02
2.490e+02	9.841e-01	1.500e+02
2.490e+02	9.836e-01	1.500e+02
2.490e+02	9.831e-01	1.500e+02
2.490e+02	9.826e-01	1.500e+02
2.490e+02	9.822e-01	1.500e+02
2.490e+02	9.817e-01	1.500e+02
2.480e+02	9.812e-01	1.500e+02
2.480e+02	9.807e-01	1.500e+02
2.480e+02	9.802e-01	1.500e+02
2.480e+02	9.797e-01	1.500e+02
2.480e+02	9.792e-01	1.500e+02
2.480e+02	9.787e-01	1.500e+02
2.480e+02	9.782e-01	1.500e+02
2.480e+02	9.778e-01	1.500e+02
2.480e+02	9.773e-01	1.500e+02
2.480e+02	9.768e-01	1.500e+02
2.480e+02	9.763e-01	1.500e+02
2.480e+02	9.758e-01	1.500e+02
2.480e+02	9.753e-01	1.500e+02
2.480e+02	9.748e-01	1.500e+02
2.480e+02	9.743e-01	1.500e+02
2.480e+02	9.738e-01	1.500e+02
2.480e+02	9.734e-01	1.500e+02
2.480e+02	9.729e-01	1.500e+02
2.480e+02	9.724e-01	1.500e+02
2.480e+02	9.719e-01	1.500e+02
2.480e+02	9.714e-01	1.500e+02
2.480e+02	9.709e-01	1.500e+02
2.480e+02	9.704e-01	1.500e+02
2.480e+02	9.700e-01	1.500e+02
2.480e+02	9.695e-01	1.500e+02
2.470e+02	9.690e-01	1.500e+02
2.470e+02	9.685e-01	1.500e+02
2.470e+02	9.680e-01	1.500e+02
2.470e+02	9.675e-01	1.500e+02
2.470e+02	9.671e-01	1.500e+02
2.470e+02	9.666e-01	1.500e+02
2.470e+02	9.661e-01	1.500e+02
2.470e+02	9.656e-01	1.500e+02
2.470e+02	9.651e-01	1.500e+02
2.470e+02	9.646e-01	1.500e+02
2.470e+02	9.642e-01	1.500e+02
2.470e+02	9.637e-01	1.500e+02
2.470e+02	9.632e-01	1.500e+02
2.470e+02	9.627e-01	1.500e+02
2.470e+02	9.622e-01	1.500e+02
2.470e+02	9.618e-01	1.500e+02
2.470e+02	9.613e-01	1.500e+02
2.470e+02	9.608e-01	1.500e+02
2.470e+02	9.603e-01	1.500e+02
2.470e+02	9.598e-01	1.500e+02
2.470e+02	9.593e-01	1.500e+02
2.470e+02	9.589e-01	1.500e+02
2.470e+02	9.584e-01	1.500e+02
2.470e+02	9.579e-01	1.500e+02
2.470e+02	9.574e-01	1.500e+02
2.460e+02	9.569e-01	1.500e+02
2.460e+02	9.565e-01	1.500e+02
2.460e+02	9.560e-01	1.500e+02
2.460e+02	9.555e-01	1.500e+02
2.460e+02	9.550e-01	1.500e+02
2.460e+02	9.546e-01	1.500e+02
2.460e+02	9.541e-01	1.500e+02
2.460e+02	9.536e-01	1.500e+02
2.460e+02	9.531e-01	1.500e+02
2.460e+02	9.527e-01	1.500e+02
2.460e+02	9.522e-01	1.500e+02
2.460e+02	9.517e-01	1.500e+02
2.460e+02	9.512e-01	1.500e+02
2.460e+02	9.508e-01	1.500e+02
2.460e+02	9.503e-01	1.500e+02
2.460e+02	9.498e-01	1.500e+02
2.460e+02	9.493e-01	1.500e+02
2.460e+02	9.489e-01	1.500e+02
2.460e+02	9.484e-01	1.500e+02
2.460e+02	9.479e-01	1.500e+02
2.460e+02	9.474e-01	1.500e+02
2.460e+02	9.470e-01	1.500e+02
2.460e+02	9.465e-01	1.500e+02
2.460e+02	9.460e-01	1.500e+02
2.460e+02	9.455e-01	1.500e+02
2.450e+02	9.451e-01	1.500e+02
2.450e+02	9.446e-01	1.500e+02
2.450e+02	9.441e-01	1.500e+02
2.450e+02	9.436e-01	1.500e+02
2.450e+02	9.432e-01	1.500e+02
2.450e+02	9.427e-01	1.500e+02
2.450e+02	9.422e-01	1.500e+02
2.450e+02	9.418e-01	1.500e+02
2.450e+02	9.413e-01	1.500e+02
2.450e+02	9.408e-01	1.500e+02
2.450e+02	9.404e-01	1.500e+02
2.450e+02	9.399e-01	1.500e+02
2.450e+02	9.394e-01	1.500e+02
