9.00E+02	5.59E-01
9.01E+02	5.71E-01
9.02E+02	5.82E-01
9.03E+02	5.94E-01
9.04E+02	6.05E-01
9.05E+02	6.17E-01
9.06E+02	6.29E-01
9.07E+02	6.40E-01
9.08E+02	6.52E-01
9.09E+02	6.63E-01
9.10E+02	6.74E-01
9.11E+02	6.85E-01
9.12E+02	6.97E-01
9.13E+02	7.08E-01
9.14E+02	7.19E-01
9.15E+02	7.29E-01
9.16E+02	7.40E-01
9.17E+02	7.51E-01
9.18E+02	7.61E-01
9.19E+02	7.71E-01
9.20E+02	7.81E-01
9.21E+02	7.91E-01
9.22E+02	8.01E-01
9.23E+02	8.10E-01
9.24E+02	8.19E-01
9.25E+02	8.28E-01
9.26E+02	8.37E-01
9.27E+02	8.46E-01
9.28E+02	8.54E-01
9.29E+02	8.62E-01
9.30E+02	8.70E-01
9.31E+02	8.77E-01
9.32E+02	8.84E-01
9.33E+02	8.91E-01
9.34E+02	8.98E-01
9.35E+02	9.04E-01
9.36E+02	9.10E-01
9.37E+02	9.15E-01
9.38E+02	9.21E-01
9.39E+02	9.26E-01
9.40E+02	9.30E-01
9.41E+02	9.34E-01
9.42E+02	9.38E-01
9.43E+02	9.42E-01
9.44E+02	9.45E-01
9.45E+02	9.48E-01
9.46E+02	9.50E-01
9.47E+02	9.52E-01
9.48E+02	9.54E-01
9.49E+02	9.55E-01
9.50E+02	9.56E-01
9.51E+02	9.57E-01
9.52E+02	9.57E-01
9.53E+02	9.56E-01
9.54E+02	9.56E-01
9.55E+02	9.55E-01
9.56E+02	9.53E-01
9.57E+02	9.52E-01
9.58E+02	9.50E-01
9.59E+02	9.47E-01
9.60E+02	9.44E-01
9.61E+02	9.41E-01
9.62E+02	9.37E-01
9.63E+02	9.33E-01
9.64E+02	9.29E-01
9.65E+02	9.24E-01
9.66E+02	9.19E-01
9.67E+02	9.14E-01
9.68E+02	9.08E-01
9.69E+02	9.02E-01
9.70E+02	8.96E-01
9.71E+02	8.89E-01
9.72E+02	8.82E-01
9.73E+02	8.75E-01
9.74E+02	8.68E-01
9.75E+02	8.60E-01
9.76E+02	8.52E-01
9.77E+02	8.44E-01
9.78E+02	8.35E-01
9.79E+02	8.26E-01
9.80E+02	8.17E-01
9.81E+02	8.08E-01
9.82E+02	7.98E-01
9.83E+02	7.89E-01
9.84E+02	7.79E-01
9.85E+02	7.69E-01
9.86E+02	7.59E-01
9.87E+02	7.48E-01
9.88E+02	7.38E-01
9.89E+02	7.27E-01
9.90E+02	7.16E-01
9.91E+02	7.05E-01
9.92E+02	6.94E-01
9.93E+02	6.83E-01
9.94E+02	6.72E-01
9.95E+02	6.61E-01
9.96E+02	6.50E-01
9.97E+02	6.38E-01
9.98E+02	6.27E-01
9.99E+02	6.15E-01
1.00E+03	6.04E-01
1.00E+03	5.92E-01
1.00E+03	5.81E-01
1.00E+03	5.69E-01
1.00E+03	5.58E-01
1.01E+03	5.46E-01
1.01E+03	5.35E-01
1.01E+03	5.24E-01
1.01E+03	5.12E-01
1.01E+03	5.01E-01
1.01E+03	4.90E-01
1.01E+03	4.79E-01
1.01E+03	4.67E-01
1.01E+03	4.57E-01
1.01E+03	4.46E-01
1.02E+03	4.35E-01
1.02E+03	4.24E-01
1.02E+03	4.14E-01
1.02E+03	4.03E-01
1.02E+03	3.93E-01
1.02E+03	3.83E-01
1.02E+03	3.73E-01
1.02E+03	3.63E-01
1.02E+03	3.53E-01
1.02E+03	3.43E-01
1.03E+03	3.34E-01
1.03E+03	3.24E-01
1.03E+03	3.15E-01
1.03E+03	3.06E-01
1.03E+03	2.97E-01
1.03E+03	2.89E-01
1.03E+03	2.80E-01
1.03E+03	2.72E-01
1.03E+03	2.64E-01
1.03E+03	2.56E-01
1.04E+03	2.48E-01
1.04E+03	2.40E-01
1.04E+03	2.33E-01
1.04E+03	2.25E-01
1.04E+03	2.18E-01
1.04E+03	2.11E-01
1.04E+03	2.04E-01
1.04E+03	1.98E-01
1.04E+03	1.91E-01
1.04E+03	1.85E-01
1.05E+03	1.79E-01
1.05E+03	1.73E-01
1.05E+03	1.67E-01
1.05E+03	1.62E-01
1.05E+03	1.56E-01
1.05E+03	1.51E-01
1.05E+03	1.46E-01
1.05E+03	1.41E-01
1.05E+03	1.36E-01
1.05E+03	1.32E-01
1.06E+03	1.27E-01
1.06E+03	1.23E-01
1.06E+03	1.19E-01
1.06E+03	1.15E-01
1.06E+03	1.11E-01
1.06E+03	1.07E-01
1.06E+03	1.04E-01
1.06E+03	1.00E-01
1.06E+03	9.72E-02
1.06E+03	9.40E-02
1.07E+03	9.10E-02
1.07E+03	8.82E-02
1.07E+03	8.54E-02
1.07E+03	8.28E-02
1.07E+03	8.03E-02
1.07E+03	7.79E-02
1.07E+03	7.57E-02
1.07E+03	7.35E-02
1.07E+03	7.15E-02
1.07E+03	6.96E-02
1.08E+03	6.77E-02
1.08E+03	6.60E-02
1.08E+03	6.44E-02
1.08E+03	6.29E-02
1.08E+03	6.14E-02
1.08E+03	6.01E-02
1.08E+03	5.89E-02
1.08E+03	5.77E-02
1.08E+03	5.66E-02
1.08E+03	5.56E-02
1.09E+03	5.47E-02
1.09E+03	5.38E-02
1.09E+03	5.31E-02
1.09E+03	5.24E-02
1.09E+03	5.18E-02
1.09E+03	5.12E-02
1.09E+03	5.07E-02
1.09E+03	5.03E-02
1.09E+03	4.99E-02
1.09E+03	4.96E-02
1.10E+03	4.94E-02
1.10E+03	4.92E-02
1.10E+03	4.90E-02
1.10E+03	4.90E-02
1.10E+03	4.89E-02
1.10E+03	4.89E-02
1.10E+03	4.90E-02
1.10E+03	4.91E-02
1.10E+03	4.93E-02
1.10E+03	4.95E-02
1.11E+03	4.97E-02
1.11E+03	5.00E-02
1.11E+03	5.03E-02
1.11E+03	5.07E-02
1.11E+03	5.11E-02
1.11E+03	5.15E-02
1.11E+03	5.20E-02
1.11E+03	5.25E-02
1.11E+03	5.30E-02
1.11E+03	5.36E-02
1.12E+03	5.42E-02
1.12E+03	5.48E-02
1.12E+03	5.55E-02
1.12E+03	5.61E-02
1.12E+03	5.69E-02
1.12E+03	5.76E-02
1.12E+03	5.84E-02
1.12E+03	5.92E-02
1.12E+03	6.00E-02
1.12E+03	6.08E-02
1.13E+03	6.17E-02
1.13E+03	6.26E-02
1.13E+03	6.35E-02
1.13E+03	6.44E-02
1.13E+03	6.53E-02
1.13E+03	6.63E-02
1.13E+03	6.73E-02
1.13E+03	6.83E-02
1.13E+03	6.93E-02
1.13E+03	7.04E-02
1.14E+03	7.15E-02
1.14E+03	7.25E-02
1.14E+03	7.36E-02
1.14E+03	7.48E-02
1.14E+03	7.59E-02
1.14E+03	7.70E-02
1.14E+03	7.82E-02
